สถานะการเข้างาน,หมายเลขงาน,รหัสร้าน,ชื่อร้าน,โซน,ทีม,สัญญา,ผู้รับผิดชอบงาน,แผนเข้างาน,เวลาเริ่มงาน,เวลาปิดงาน
"ยังไม่เข้า","520004086721","B02851","สาขา เรืองไทยแมนชั่น","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ตรงแผน","520004086722","B02853","สาขา พะเนียง","BG","BG2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-04 03:09:03","2024-07-04 04:51:50"
"ตรงแผน","520004086728","B02892","สาขา บขส.หาดใหญ่","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-04 12:30:04","2024-07-04 14:10:27"
"ตรงแผน","520004086729","B02896","สาขา ตลาดอุดมเดช","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-01 23:12:12","2024-07-02 00:04:21"
"ยังไม่เข้า","520004086731","B02900","สาขา พระปิ่น 5","BW","BW6","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-19","",""
"ยังไม่เข้า","520004086733","B02902","สาขา สถานีรถไฟพิษณุโลก","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-30","",""
"ตรงแผน","520004086737","B02913","สาขา หมู่บ้านอยู่เจริญคลอง 2","BN","BN5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-05 01:23:59","2024-07-05 01:36:30"
"ยังไม่เข้า","520004086738","B02927","สาขา อุดมสุข 56","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-13","",""
"ยังไม่เข้า","520004086739","B02929","สาขา อินโดไทย (อยุธยา)","RC","RC6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ยังไม่เข้า","520004086745","B02953","สาขา หนองเกตุน้อย","REL","REL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004086746","B02955","สาขา วัดไชยวัฒนาราม","RC","RC6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ตรงแผน","520004086747","B02959","สาขา รร.ซิตี้","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-03 11:26:56","2024-07-03 13:10:06"
"ยังไม่เข้า","520004086749","B02975","สาขา จอมเทียน COMPLEX","REL","REL3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ตรงแผน","520004086754","B02986","สาขา ร้านสวัสดิการ สลน.(ทำเนียบรัฐบาล)","BG","BG2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","2024-07-07 10:16:26","2024-07-07 12:32:42"
"ตรงแผน","520004086755","B02988","สาขา เกษมสุขุม","BW","BW7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","2024-07-08 13:02:33","2024-07-08 14:53:12"
"ยังไม่เข้า","520004086758","B02997","สาขา ประชาอุทิศ 6","BS","BS2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ตรงแผน","520004086760","B03001","สาขา ตลาดมหานาค","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-04","2024-07-05 22:51:43","2024-07-05 23:02:24"
"ตรงแผน","520004086761","B03003","สาขา อักษรศึกษา","REL","REL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-02","2024-07-03 21:20:45","2024-07-03 21:57:20"
"ตรงแผน","520004086762","B03004","สาขา กิ่งแก้ว 34","BS","BS8","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-02 03:06:05","2024-07-02 03:49:58"
"ยังไม่เข้า","520004086767","B03025","สาขา PTTOR นาหม่อม","RSL","RSL6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-10","",""
"ยังไม่เข้า","520004086769","B03028","สาขา PTTOR ปัทมานนท์","NEL","NEL8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-23","",""
"ตรงแผน","520004086770","B03030","สาขา ตลาดเมืองทอง ม.นเรศวร","RN","RN5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-06","2024-07-06 13:59:27","2024-07-06 14:59:53"
"ยังไม่เข้า","520004086772","B03034","สาขา ชัยพรวิถีซอย 21","REL","REL1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","",""
"ยังไม่เข้า","520004086773","B03040","สาขา อัคนาทพลาซ่า (สุขุมวิท 66)","BS","BS5","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004086776","B03048","สาขา ชายหาดอ่าวนาง","RSL","RSL2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-11","",""
"ยังไม่เข้า","520004086781","B03062","สาขา BOOTH สะพานพุทธ","BG","BG2","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-12","",""
"ยังไม่เข้า","520004086785","B03075","สาขา นิรันดร์เรสซิเด้นท์ดครงการ 7 (ราม2)","BS","BS7","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-15","",""
"ยังไม่เข้า","520004086790","B03100","สาขา หมู่บ้านสุธาวี","BS","BS9SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-20","",""
"ยังไม่เข้า","520004086791","B03102","สาขา ตลาดกาฬสินธุ์","NEU","NEU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-24","",""
"ตรงแผน","520004086792","B03109","สาขา อาชีวะมหาสารคาม","NEU","NEU6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-08","2024-07-09 13:01:48","2024-07-09 13:29:47"
"ยังไม่เข้า","520004086793","B03111","สาขา อยุธยาวิทยาลัย","RC","RC6SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-09","",""
"ยังไม่เข้า","520004086794","B03112","สาขา เศรษฐกิจซิตี้","BW","BW8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ตรงแผน","520004086796","B03121","สาขา พระราม 6 ซ.19/1","BW","BW1","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-03","2024-07-03 11:17:51","2024-07-03 11:33:53"
"ยังไม่เข้า","520004086797","B03123","สาขา บ้านสร้าง 2","RC","RC7SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-17","",""
"ยังไม่เข้า","520004086798","B03124","สาขา ถนนรามวิถี (สงขลา )","RSL","RSL5SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-26","",""
"ยังไม่เข้า","520004086803","B03136","สาขา จอมเทียนซอย 13","REL","REL3","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-28","",""
"ตรงแผน","520004086806","B03144","สาขา ปตท.หินกอง","RC","RC8SA","สัญญาล้างถัง PP 3 เดือน","ซีพี รีเทลลิงค์","2024-07-01","2024-07-02 00:42:58","2024-07-02 02:00:25"
